CID	IAUName	Class	Peakrmag	MJD	zCMB	e_zCMB	muSz	e_muSz	AVM	e_AVM	dm15z	e_dm15z	AVz	e_AVz
13820	             	      zSNIa	21.4	54012.2	0.134433	0.00006	40.55	0.24	0.2	0.4	1.27	0.19	0.38	0.2
15466	       2006mz	       SNIa	21.5	54036.1	0.244357	0.000053	40.2	0.21	0.2	0.2	1.27	0.08	0.29	0.14
20232	             	      zSNIa	20.9	54416.3	0.216304	0.000042	39.94	0.21	0.18	0.2	1.27	0.12	0.29	0.12
16405	             	      zSNIa	21	54060.2	0.274128	0.000035	40.61	0.23	0.21	0.27	1.27	0.14	0.17	0.15
16458	             	      zSNIa	21.6	54040.2	0.184934	0.000012	41.31	0.35	0.38	0.24	1.27	0.18	0.03	0.33
7502	             	      zSNIa	22.2	53671.4	0.448354	0.000153	42.14	0.39	0.07	0.44	1.27	0.28	-0.36	0.44
16215	       2006ne	       SNIa	18.7	54062.3	0.045922	0.000023	36.72	0.19	1.72	0.08	1.26	0.07	2.32	0.07
14478	             	      zSNIa	22.2	54020.2	0.280202	0.000035	40.43	0.29	1.06	0.27	1.26	0.16	1.29	0.29
14498	             	      zSNIa	22	54008.3	0.344993	0.000087	41.04	0.28	0.64	0.23	1.26	0.14	0.89	0.24
9558	             	      zSNIa	22.4	53673.3	0.38907	0.000039	41.58	0.38	0.62	0.37	1.26	0.27	0.82	0.41
19132	             	      zSNIa	22	54362.3	0.379088	0.000107	41.08	0.36	0.53	0.36	1.26	0.25	0.8	0.4
6556	             	      zSNIa	21.3	53664.3	0.256778	0.00002	40.1	0.22	0.54	0.2	1.26	0.13	0.65	0.17
20709	             	      zSNIa	22	54412.2	0.388917	0.000039	41.28	0.36	0.61	0.34	1.26	0.28	0.6	0.36
893	             	      zSNIa	21.1	53616.3	0.108834	0.000026	39.89	0.21	0.46	0.12	1.26	0.12	0.53	0.15
20033	             	      zSNIa	21.3	54411.3	0.252385	0.000086	40.34	0.22	0.38	0.22	1.26	0.1	0.51	0.14
15945	             	      zSNIa	21.6	54047.3	0.307936	0.000028	40.83	0.29	0.66	0.21	1.26	0.14	0.4	0.26
10028	       2005kt	      SNIa?	18.4	53698.3	0.064256	0.000009	37.18	0.19	0.22	0.13	1.26	0.04	0.37	0.07
17908	             	      zSNIa	21.5	54358.2	0.232537	0.000037	40.53	0.25	0.18	0.2	1.26	0.12	0.32	0.18
15693	             	      zSNIa	22.4	54041.3	0.339893	0.000056	41.69	0.33	0.29	0.36	1.26	0.28	0.12	0.43
17219	             	      zSNIa	20.6	54348.3	0.192878	0.00001	39.76	0.21	0.05	0.17	1.26	0.11	0.08	0.19
15998	             	      zSNIa	21.8	54040.3	0.339598	0.000022	41.2	0.27	0.11	0.3	1.26	0.14	0.02	0.23
16281	       2006pd	       SNIa	20.5	54053.2	0.185067	0.000058	39.64	0.2	0.13	0.18	1.26	0.09	0	0.11
18241	       2007ks	       SNIa	19.4	54379.2	0.09391	0.005	38.34	0.22	-0.04	0.09	1.26	0.04	-0.02	0.09
17218	       2007jp	       SNIa	20.3	54348.3	0.176962	0.000014	39.64	0.2	-0.05	0.11	1.26	0.11	-0.05	0.11
2290	             	      zSNIa	21.8	53628.3	0.328975	0.000025	41.28	0.3	-0.07	0.27	1.26	0.16	-0.1	0.27
19625	       2007pn	      SNIa?	21.6	54396.4	0.303835	0.000048	41.33	0.25	-0.25	0.26	1.26	0.11	-0.18	0.2
20998	             	      zSNIa	21.7	54417.3	0.357661	0.000161	41.84	0.42	0.34	0.18	1.26	0.3	-0.2	0.23
20047	             	      zSNIa	21.9	54394.2	0.372685	0.000084	41.69	0.26	-0.35	0.33	1.26	0.14	-0.24	0.25
16473	       2006pl	       SNIa	20.8	54061.2	0.216136	0.000161	40.07	0.2	-0.07	0.25	1.26	0.18	-0.27	0.14
14333	             	      zSNIa	21.3	54011.4	0.268718	0.000059	40.83	0.22	-0.14	0.16	1.26	0.07	-0.32	0.13
3206	             	      zSNIa	22	53628.3	0.415501	0.000061	41.95	0.26	0.06	0.23	1.26	0.23	-0.51	0.34
7947	       2005jj	      SNIa?	22	53673.1	0.366604	0.005	41.85	0.31	-0.49	0.33	1.26	0.21	-0.6	0.27
20787	             	      zSNIa	21.8	54409.4	0.269754	0.000074	40.31	0.27	0.97	0.28	1.25	0.14	1.18	0.24
15961	             	      zSNIa	21.5	54020.3	0.283766	0.000021	40.76	0.38	0.86	0.34	1.25	0.29	0.95	0.33
20821	       2007rk	       SNIa	21.8	54409.4	0.194437	0.005	40.06	0.29	0.84	0.25	1.25	0.18	0.94	0.21
16606	             	      zSNIa	22	54054.2	0.2241	0.000098	40.35	0.27	0.83	0.3	1.25	0.18	0.73	0.27
15226	             	      zSNIa	21.5	54025.4	0.287489	0.000092	40.54	0.24	0.39	0.27	1.25	0.12	0.59	0.23
3825	             	      zSNIa	21.8	53640.3	0.312029	0.000024	40.97	0.36	0.28	0.27	1.25	0.17	0.36	0.3
17393	             	      zSNIa	21.4	54346.2	0.215988	0.000036	40.22	0.29	0.19	0.21	1.25	0.19	0.26	0.21
16277	             	      zSNIa	22.1	54037.3	0.39518	0.000202	41.63	0.33	0.46	0.27	1.25	0.18	0.19	0.38
19821	             	      zSNIa	21.3	54394.3	0.264474	0.000082	40.75	0.23	-0.04	0.27	1.25	0.09	0.11	0.18
18179	             	      zSNIa	22.2	54357.4	0.445706	0.00002	41.69	0.45	0.13	0.47	1.25	0.31	0.09	0.57
21510	       2007sh	       SNIa	19.7	54433.3	0.148233	0.000029	39.09	0.19	0.11	0.11	1.25	0.09	-0.26	0.11
14522	             	      zSNIa	22	54010.3	0.436719	0.00006	42	0.3	-0.13	0.29	1.25	0.16	-0.37	0.3
18091	       2007ku	       SNIa	21.7	54376.4	0.369762	0.000028	41.46	0.26	0	0.22	1.25	0.17	-0.53	0.25
20331	             	      zSNIa	21.4	54416.3	0.18314	0.000012	39.72	0.27	1.11	0.2	1.24	0.19	1.4	0.19
19652	             	      zSNIa	21.3	54402.3	0.244421	0.000028	40.2	0.25	0.62	0.31	1.24	0.12	1.11	0.24
18083	             	      zSNIa	21.7	54362.4	0.288348	0.000037	40.55	0.28	0.55	0.26	1.24	0.18	0.77	0.23
13655	       2006hs	       SNIa	21.6	54000.4	0.251036	0.005	40.55	0.24	0.25	0.23	1.24	0.15	0.65	0.15
10690	             	      zSNIa	21.5	53693.2	0.310439	0.000043	       	      	0.71	0.27	1.24	0.17	0.6	0.35
2992	       2005gp	       SNIa	20	53640.4	0.126077	0.000017	38.68	0.18	0.37	0.08	1.24	0.04	0.56	0.09
15909	             	      zSNIa	21.1	54041.2	0.216665	0.000033	40	0.21	0.33	0.18	1.24	0.09	0.43	0.14
21814	       2007sf	       SNIa	19.2	54433.2	0.100558	0.000019	38.27	0.19	0.38	0.15	1.24	0.34	0.36	0.24
2871	             	      zSNIa	21.5	53634.3	0.290779	0.000049	40.96	0.3	0.03	0.27	1.24	0.19	0.29	0.26
18617	       2007mw	       SNIa	21.7	54379.3	0.325692	0.000062	41.16	0.29	0.07	0.24	1.24	0.19	0.24	0.21
2347	             	      zSNIa	21.9	53623.2	0.4023	0.000034	41.08	0.44	-0.11	0.46	1.24	0.31	0.15	0.63
19702	       2007pp	       SNIa	21.4	54403.4	0.268214	0.005	40.68	0.23	-0.03	0.23	1.24	0.1	0.11	0.17
20489	             	      zSNIa	21.7	54402.4	0.378367	0.000131	41.64	0.29	-0.18	0.36	1.24	0.14	-0.12	0.29
14876	             	      zSNIa	22	54012.2	0.278515	0.000012	41.99	0.28	0.24	0.36	1.24	0.19	-0.34	0.33
3565	             	      zSNIa	21.4	53644.3	0.288229	0.000044	41.08	0.23	-0.3	0.2	1.24	0.09	-0.39	0.16
5821	       2005hq	      SNIa?	21.9	53655.1	0.399403	0.0005	41.75	0.3	-0.32	0.4	1.24	0.18	-0.5	0.33
15592	             	      zSNIa	21.6	54034.2	0.4141	0.000113	41.59	0.25	-0.13	0.23	1.24	0.14	-0.61	0.22
20889	       2007py	       SNIa	21.3	54418.4	0.208746	0.000077	39.87	0.25	0.33	0.36	1.23	0.21	0.75	0.17
8555	             	      zSNIa	21.5	53681.3	0.196285	0.000015	40.23	0.21	0.45	0.19	1.23	0.11	0.71	0.18
7550	             	      zSNIa	21.8	53686.2	0.161089	0.000029	41.17	0.29	0.91	0.14	1.23	0.2	0.7	0.22
8216	             	      zSNIa	21.7	53675.1	0.289832	0.00004	40.85	0.26	0.51	0.22	1.23	0.16	0.51	0.21
18362	             	      zSNIa	21.3	54365.3	0.234856	0.000038	40.3	0.22	0.29	0.23	1.23	0.11	0.48	0.18
10037	             	      zSNIa	21.7	53686.2	0.252461	0.000049	40.58	0.29	0.75	0.27	1.23	0.16	0.47	0.3
3811	             	      zSNIa	22.1	53640.3	0.417873	0.000131	41.68	0.34	0.23	0.33	1.23	0.25	0.36	0.48
11311	             	      zSNIa	20.9	53696.4	0.203769	0.000015	39.81	0.22	0.34	0.25	1.23	0.13	0.27	0.17
12964	             	      zSNIa	21.1	53974.2	0.215525	0.0005	40.08	0.25	0.02	0.2	1.23	0.19	0.26	0.18
16408	             	      zSNIa	21.8	54051.1	0.265412	0.01	41.02	0.32	0.29	0.32	1.23	0.19	0.25	0.33
19708	             	      zSNIa	20.8	54409.4	0.236554	0.000034	39.96	0.2	0.18	0.18	1.23	0.07	0.15	0.12
14382	             	      zSNIa	22.4	53996.3	0.416098	0.000244	42.01	0.39	0.22	0.26	1.23	0.22	0.05	0.33
20268	             	      zSNIa	21.8	54403.3	0.439548	0.000038	41.77	0.32	0.16	0.33	1.23	0.17	0.01	0.35
16652	             	      zSNIa	21.2	54056.3	0.237891	0.000043	40.86	0.26	0.06	0.27	1.23	0.14	-0.2	0.16
18789	             	      zSNIa	21.3	54384.4	0.305043	0.000058	41.03	0.22	-0.32	0.2	1.23	0.12	-0.33	0.18
11026	             	      zSNIa	21.3	53687.2	0.28274	0.000025	       	      	0.11	0.22	1.23	0.16	-0.36	0.27
4808	             	      zSNIa	22.1	53663.4	0.34803	0.00005	41.16	0.34	0.6	0.28	1.22	0.22	1.18	0.38
15498	             	      zSNIa	21.4	54036.3	0.214287	0.000047	39.8	0.23	0.94	0.16	1.22	0.11	1.17	0.14
15603	             	      zSNIa	21.4	54035.3	0.261057	0.000059	40.45	0.25	0.53	0.25	1.22	0.12	0.84	0.19
21001	             	      zSNIa	22.3	54418.3	0.427274	0.000092	42.17	0.47	0.98	0.26	1.22	0.29	0.81	0.37
11858	             	      zSNIa	22.1	53704.2	0.289718	0.000014	41.31	0.49	0.55	0.4	1.22	0.28	0.63	0.42
17849	             	      zSNIa	22	54357.4	0.35217	0.000071	41.17	0.31	0.42	0.25	1.22	0.24	0.23	0.44
15941	             	      zSNIa	21.7	54037.2	0.324501	0.00007	40.96	0.26	0.25	0.26	1.22	0.13	0.19	0.23
20476	             	      zSNIa	20.4	54394.2	0.167795	0.00001	40.74	0.22	0.62	0.2	1.22	0.19	0.18	0.23
1740	             	      zSNIa	20.3	53635.3	0.166272	0.000028	39.47	0.19	0.14	0.09	1.22	0.05	0.14	0.09
19723	             	      zSNIa	21.2	54402.3	0.253891	0.00001	40.57	0.2	0.21	0.16	1.22	0.09	0.02	0.18
9954	             	      zSNIa	20.9	53697.2	0.227002	0.000044	40.47	0.2	0.05	0.21	1.22	0.11	-0.18	0.17
14403	             	      zSNIa	21.4	54011.4	0.288427	0.00007	41.08	0.23	-0.13	0.19	1.22	0.1	-0.27	0.16
16468	             	      zSNIa	21.6	54053.3	0.225133	0.000042	40.05	0.28	1.08	0.31	1.21	0.2	1.32	0.29
4682	             	      zSNIa	22	53657.3	0.400886	0.000051	41.43	0.32	0.4	0.27	1.21	0.19	0.81	0.32
15160	             	      zSNIa	21.5	54021.3	0.250717	0.00002	40.32	0.22	0.55	0.18	1.21	0.1	0.78	0.16
6491	             	      zSNIa	21	53664.3	0.109018	0.000009	39.69	0.2	0.41	0.16	1.21	0.09	0.71	0.14
15765	             	      zSNIa	21.7	54041.3	0.304002	0.000028	40.9	0.27	0.42	0.24	1.21	0.13	0.57	0.19
8254	             	      zSNIa	21	53693.2	0.187736	0.000018	39.92	0.21	0.38	0.19	1.21	0.09	0.54	0.14
17949	             	      zSNIa	21.4	54362.4	0.26296	0.000108	40.71	0.26	0.29	0.24	1.21	0.16	0.53	0.18
14340	             	      zSNIa	21.3	54011.3	0.275878	0.000068	40.59	0.24	0.19	0.21	1.21	0.11	0.32	0.18
20048	       2007pq	       SNIa	21	54406.2	0.183876	0.000036	39.83	0.21	0.22	0.13	1.21	0.1	0.29	0.12
18741	             	      zSNIa	22	54381.4	0.310462	0.000043	41.23	0.35	0.22	0.32	1.21	0.21	0.23	0.35
16432	             	      zSNIa	21.6	54049.4	0.398783	0.000127	41.48	0.3	0.15	0.35	1.21	0.22	0.22	0.38
16758	       2006pw	       SNIa	21.7	54060.2	0.324882	0.000051	41.16	0.32	0.41	0.21	1.21	0.27	0.16	0.26
16032	       2006nk	       SNIa	20.7	54047.4	0.203176	0.0005	40.04	0.19	-0.07	0.14	1.21	0.05	-0.01	0.09
13660	             	      zSNIa	21.7	53989.4	0.369555	0.0001	41.18	0.34	-0.04	0.34	1.21	0.24	-0.08	0.48
18054	             	      zSNIa	22	54362.4	0.435833	0.000088	41.55	0.43	-0.38	0.41	1.21	0.31	-0.17	0.5
20928	             	      zSNIa	21.5	54413.3	0.369339	0.000059	41.27	0.25	0	0.27	1.21	0.21	-0.18	0.21
15971	             	      zSNIa	21.5	54047.4	0.314888	0.000067	41.28	0.25	-0.18	0.25	1.21	0.1	-0.24	0.19
6699	       2005ik	       SNIa	21.6	53674.1	0.309149	0.0005	41.21	0.26	-0.08	0.21	1.21	0.18	-0.3	0.16
1464	             	      zSNIa	21.5	53622.4	0.288787	0.000019	40.96	0.39	-0.34	0.37	1.21	0.22	-0.3	0.34
15865	             	      zSNIa	21.6	54047.4	0.329415	0.01	41.09	0.25	-0.43	0.26	1.21	0.11	-0.66	0.21
18782	       2007ns	       SNIa	21.9	54381.4	0.366275	0.000027	41.73	0.28	-0.38	0.28	1.21	0.19	-0.69	0.22
13458	             	      zSNIa	22.2	53994.4	0.317567	0.000041	40.56	0.36	1.02	0.26	1.2	0.22	1.36	0.3
13956	       2006hi	       SNIa	21.8	54007.4	0.260698	0.005	41.13	0.32	0.41	0.32	1.2	0.25	0.69	0.28
20141	             	      zSNIa	21.7	54412.2	0.33962	0.000051	40.88	0.28	0.2	0.3	1.2	0.19	0.58	0.21
14763	             	      zSNIa	22	54011.4	0.373856	0.000092	41.44	0.31	0.4	0.26	1.2	0.15	0.49	0.29
18890	       2007mm	       SNIa	19.3	54394.4	0.065344	0.000015	37.65	0.2	-0.01	0.1	1.2	0.29	0.29	0.39
6560	             	      zSNIa	21.7	53655.1	0.271865	0.000012	40.84	0.22	-0.04	0.28	1.2	0.16	0.28	0.26
19543	       2007oj	       SNIa	19.8	54404.3	0.121642	0.005	38.97	0.2	0.09	0.09	1.2	0.04	0.21	0.07
20685	             	      zSNIa	22	54396.2	0.420471	0.000088	41.94	0.32	0.05	0.36	1.2	0.18	0.13	0.41
12974	             	      zSNIa	21.6	53975.4	0.304993	0.000063	40.43	0.32	0.25	0.28	1.2	0.29	0.12	0.38
6816	             	      zSNIa	21.8	53679.4	0.352338	0.000034	41.29	0.28	0.29	0.2	1.2	0.16	0.1	0.21
15675	             	      zSNIa	21.3	54036.2	0.233194	0.00006	40.42	0.21	0.05	0.2	1.2	0.09	0.07	0.16
4612	             	      zSNIa	22.2	53639.4	0.393403	0.000021	41.74	0.34	0.3	0.28	1.2	0.21	0	0.42
16722	             	      zSNIa	21.6	54062.1	0.343417	0.01	41.02	0.3	0.16	0.32	1.2	0.34	-0.02	0.31
2789	       2005fx	       SNIa	21.4	53637.2	0.288898	0.000056	40.82	0.24	-0.01	0.18	1.2	0.11	-0.09	0.19
20791	             	      zSNIa	21.8	54402.2	0.334439	0.000164	41.25	0.26	0.06	0.28	1.2	0.16	-0.1	0.25
3881	             	      zSNIa	21.5	53637.3	0.32616	0.000014	41.23	0.25	0.1	0.2	1.2	0.13	-0.2	0.23
7802	             	      zSNIa	21.9	53699.2	0.405828	0.000147	42.02	0.27	-0.17	0.22	1.2	0.16	-0.74	0.2
13334	             	      zSNIa	21.9	53997.2	0.244339	0.00003	40.55	0.27	0.7	0.24	1.19	0.15	1.03	0.27
18189	             	      zSNIa	21.8	54376.4	0.284809	0.000013	40.56	0.28	0.9	0.21	1.19	0.16	0.98	0.25
20376	       2007re	       SNIa	20.8	54421.1	0.208309	0.000805	39.65	0.2	0.7	0.21	1.19	0.17	0.92	0.13
20687	       2007ri	       SNIa	20.8	54416.3	0.19025	0.000022	39.69	0.24	0.65	0.2	1.19	0.12	0.76	0.15
15009	       2006kp	      SNIa?	22.3	54025.4	0.291073	0.00004	41.15	0.34	0.65	0.32	1.19	0.21	0.73	0.37
20768	       2007qq	       SNIa	21.6	54423.3	0.23734	0.000102	40.73	0.28	0.67	0.24	1.19	0.2	0.55	0.2
17682	             	      zSNIa	21.5	54348.3	0.303213	0.000027	40.26	0.32	0.45	0.23	1.19	0.23	0.54	0.3
15866	             	      zSNIa	20.6	54040.2	0.188591	0.000027	39.79	0.2	0.19	0.18	1.19	0.06	0.36	0.12
15347	             	      zSNIa	21.3	54025.2	0.268565	0.000052	40.33	0.23	0.06	0.25	1.19	0.1	0.33	0.16
15755	             	      zSNIa	21.4	54036.2	0.279566	0.00001	40.62	0.22	0.23	0.19	1.19	0.09	0.31	0.14
6479	             	      zSNIa	21.1	53674.1	0.233205	0.000015	40.13	0.21	0.26	0.16	1.19	0.1	0.18	0.11
15356	       2006lm	       SNIa	21.3	54031.2	0.273401	0.000101	40.56	0.22	0.12	0.16	1.19	0.08	0.13	0.14
15663	             	      zSNIa	21.4	54039.2	0.29064	0.000041	40.69	0.25	0.2	0.18	1.19	0.1	0.04	0.17
2632	             	      zSNIa	21.7	53638.4	0.295151	0.01	40.85	0.26	-0.07	0.2	1.19	0.13	0.03	0.2
15129	       2006kq	       SNIa	20.7	54022.2	0.196112	0.000053	39.87	0.19	-0.08	0.11	1.19	0.05	0	0.09
20386	             	      zSNIa	21.3	54409.4	0.30718	0.000087	40.74	0.23	-0.06	0.23	1.19	0.1	-0.02	0.18
16127	             	      zSNIa	22	54035.5	0.374299	0.000047	41.59	0.27	0.05	0.51	1.19	0.14	-0.03	0.24
13934	       2006jg	       SNIa	22	54009.2	0.329309	0.000043	41.43	0.3	-0.17	0.29	1.19	0.14	-0.05	0.28
18965	       2007ne	       SNIa	20.6	54403.3	0.204532	0.000029	40.03	0.19	-0.11	0.12	1.19	0.06	-0.15	0.1
4578	             	      zSNIa	21.7	53635.4	0.412515	0.000067	41.74	0.27	-0.14	0.22	1.19	0.14	-0.36	0.26
17880	       2007jd	       SNIa	18.9	54365.4	0.071952	0.000009	37.49	0.18	0.47	0.06	1.18	0.03	0.88	0.07
18333	             	      zSNIa	21.5	54365.4	0.252659	0.000015	40.3	0.25	0.68	0.2	1.18	0.12	0.86	0.2
8213	       2005ko	       SNIa	21	53680.2	0.18468	0.000064	39.63	0.2	0.58	0.16	1.18	0.07	0.86	0.12
2799	             	      zSNIa	21.2	53687.4	0.375668	0.000055	40.88	0.37	0.71	0.28	1.18	0.3	0.84	0.38
3161	             	      zSNIa	22	53644.2	0.370041	0.000193	41.02	0.41	0.49	0.38	1.18	0.23	0.62	0.49
21391	             	      zSNIa	22.1	54408.3	0.431341	0.000055	41.5	0.41	0.38	0.39	1.18	0.26	0.51	0.39
12843	       2006fa	       SNIa	20.4	53989.2	0.165949	0.000068	39.24	0.19	0.37	0.11	1.18	0.09	0.45	0.13
14480	             	      zSNIa	21.9	54008.3	0.329199	0.000115	41.21	0.33	0.17	0.3	1.18	0.16	0.34	0.28
21152	             	      zSNIa	22.2	54412.3	0.358092	0.000034	41.52	0.38	0.58	0.28	1.18	0.3	0.33	0.4
18959	       2007ng	      SNIa?	21.9	54392.4	0.400093	0.000058	41.7	0.31	0.18	0.29	1.18	0.2	0.3	0.29
13647	             	      zSNIa	21.3	53974.3	0.24611	0.000041	40.33	0.24	0.02	0.24	1.18	0.19	0.23	0.21
7824	             	      zSNIa	21.3	53677.2	0.285521	0.0005	40.84	0.25	0.2	0.19	1.18	0.13	0.07	0.16
15137	             	      zSNIa	21.4	54024.3	0.277353	0.000033	40.81	0.22	-0.08	0.21	1.18	0.1	0.03	0.17
20557	             	      zSNIa	22	54408.3	0.434173	0.000186	41.77	0.29	0.37	0.25	1.18	0.19	0.02	0.36
18626	             	      zSNIa	22	54379.3	0.360776	0.000061	41.47	0.34	0.21	0.29	1.18	0.2	-0.01	0.35
21306	             	      zSNIa	21.6	54408.2	0.345476	0.000098	41.18	0.25	-0.01	0.27	1.18	0.14	-0.16	0.23
12308	             	      zSNIa	21.5	53700.2	0.278425	0.000025	40.88	0.28	-0.21	0.4	1.18	0.18	-0.2	0.29
6225	             	      zSNIa	21.7	53673.2	0.335997	0.000047	41.56	0.27	-0.23	0.25	1.18	0.17	-0.29	0.22
16106	       2006no	       SNIa	21.2	54050.2	0.249728	0.0005	40.53	0.21	-0.24	0.24	1.18	0.09	-0.32	0.15
11518	             	      zSNIa	21.9	53697.3	0.210711	0.000027	40.53	0.35	1.01	0.44	1.17	0.27	1.32	0.42
4969	             	      zSNIa	22.1	53654.3	0.305176	0.000015	40.87	0.31	0.7	0.26	1.17	0.16	0.81	0.3
15136	       2006ju	      SNIa?	20.2	54022.3	0.147338	0.000011	39.12	0.18	0.46	0.08	1.17	0.04	0.59	0.08
19174	       2007or	       SNIa	20.3	54396.4	0.163565	0.0005	39.35	0.19	0.33	0.1	1.17	0.04	0.41	0.09
20125	             	      zSNIa	20.3	54394.4	0.1651	0.000029	39.35	0.19	0.32	0.1	1.17	0.04	0.4	0.09
16044	             	      zSNIa	22.1	54028.4	0.407262	0.000098	41.52	0.36	0.34	0.31	1.17	0.18	0.39	0.34
22075	       2007si	       SNIa	19.8	54423.3	0.128993	0.000018	38.83	0.19	0.41	0.13	1.17	0.09	0.33	0.1
20744	             	      zSNIa	21.4	54421.2	0.273444	0.000049	40.52	0.27	0.47	0.19	1.17	0.15	0.27	0.2
18940	       2007sb	       SNIa	20.7	54394.3	0.210985	0.000035	39.98	0.19	0.22	0.13	1.17	0.06	0.26	0.1
13099	       2006gb	       SNIa	21.3	53996.3	0.26451	0.000018	40.7	0.23	0.32	0.12	1.17	0.11	0.17	0.14
14654	             	      zSNIa	21.7	54012.2	0.38023	0.000035	41.76	0.26	-0.03	0.2	1.17	0.15	0.08	0.28
5690	             	      zSNIa	22.7	53654.3	0.221088	0.000032	42.03	0.39	0.42	0.33	1.17	0.19	0.02	0.46
5350	       2005hp	       SNIa	20.8	53666.1	0.17431	0.0005	39.57	0.2	0.15	0.15	1.17	0.08	-0.03	0.13
10434	       2005lk	       SNIa	19.4	53700.1	0.102877	0.00002	38.52	0.19	0.12	0.12	1.17	0.07	-0.15	0.1
14137	             	      zSNIa	22.1	53994.5	0.311058	0.000099	41.28	0.34	-0.01	0.27	1.17	0.21	-0.2	0.31
1385	             	      zSNIa	21.6	53634.3	0.335346	0.000068	41.29	0.34	0.07	0.22	1.17	0.24	-0.22	0.26
14548	             	      zSNIa	21.2	54020.3	0.338711	0.000017	41.15	0.21	0.19	0.11	1.17	0.11	-0.27	0.19
1835	             	      zSNIa	21.2	53623.2	0.270324	0.01	40.46	0.35	-0.08	0.16	1.17	0.19	-0.27	0.2
18947	             	      zSNIa	21.9	54384.4	0.360578	0.00005	41.6	0.28	0.07	0.22	1.17	0.16	-0.34	0.26
16356	             	      zSNIa	21.8	54055.1	0.397847	0.000123	41.85	0.25	0.01	0.24	1.17	0.27	-0.55	0.27
20721	             	      zSNIa	21.4	54423.1	0.210432	0.000007	40.2	0.26	0.93	0.17	1.16	0.13	1.01	0.17
8004	             	      zSNIa	22.1	53677.2	0.349913	0.000048	41.45	0.38	0.74	0.29	1.16	0.25	0.85	0.36
15737	             	      zSNIa	22.2	54021.4	0.331493	0.000031	41.22	0.36	0.58	0.28	1.16	0.21	0.73	0.35
18927	       2007nt	       SNIa	21.1	54391.5	0.213228	0.005	39.93	0.21	0.5	0.12	1.16	0.08	0.61	0.12
15440	       2006lr	       SNIa	21.2	54035.4	0.261294	0.000043	40.43	0.22	0.25	0.24	1.16	0.09	0.55	0.13
1354	             	      zSNIa	21.5	53622.3	0.247914	0.00001	40.33	0.36	0.42	0.31	1.16	0.31	0.52	0.63
16734	             	      zSNIa	22	54055.1	0.188717	0.000034	       	      	0.66	0.24	1.16	0.31	0.45	0.32
16100	       2006nl	       SNIa	20.9	54048.3	0.193921	0.005	39.98	0.21	0.28	0.19	1.16	0.07	0.43	0.12
14816	       2006ja	       SNIa	19.3	54020.2	0.105887	0.000017	38.27	0.18	0.33	0.06	1.16	0.03	0.42	0.06
5247	             	      zSNIa	21.9	53668.3	0.375936	0.000098	41.12	0.3	0.35	0.27	1.16	0.16	0.36	0.35
3317	       2005gd	       SNIa	20.3	53644.3	0.159901	0.00003	39.32	0.18	0.21	0.07	1.16	0.04	0.34	0.07
1457	             	      zSNIa	21.9	53622.4	0.359187	0.000024	41.24	0.36	0.2	0.33	1.16	0.27	0.23	0.53
18030	       2007kq	       SNIa	20.4	54379.3	0.155172	0.000015	39.54	0.19	0.16	0.11	1.16	0.07	0.16	0.12
4028	             	      zSNIa	21.9	53644.3	0.343723	0.000081	41.44	0.31	0.33	0.22	1.16	0.14	0.13	0.26
1112	       2005fg	       SNIa	21.4	53627.2	0.256085	0.000027	40.68	0.25	0.16	0.19	1.16	0.16	0.13	0.18
12853	       2006ey	       SNIa	20.5	53974.2	0.168171	0.0005	39.36	0.19	-0.04	0.12	1.16	0.1	-0.03	0.12
17372	             	      zSNIa	21.7	54346.3	0.144782	0.000016	       	      	0.16	0.31	1.16	0.39	-0.12	0.51
15219	       2006ka	       SNIa	21	54031.3	0.246368	0.000021	40.52	0.19	-0.14	0.12	1.16	0.06	-0.3	0.1
20553	             	      zSNIa	21.7	54411.2	0.347168	0.000031	41.45	0.28	-0.05	0.27	1.16	0.18	-0.34	0.24
16567	       2006pf	       SNIa	21.4	54060.3	0.364583	0.000076	41.82	0.34	-0.01	0.19	1.16	0.18	-0.64	0.21
14845	             	      zSNIa	21.9	54020.3	0.35734	0.000032	41.28	0.36	0.69	0.29	1.15	0.2	1.05	0.37
12850	             	      zSNIa	21.7	53974.2	0.303526	0.000126	40.65	0.3	0.57	0.19	1.15	0.23	0.62	0.25
14750	             	      zSNIa	21.2	54011.4	0.213872	0.0005	40.18	0.2	0.41	0.12	1.15	0.08	0.46	0.11
7143	       2005jg	       SNIa	21.6	53679.2	0.303538	0.000029	41.03	0.23	0.14	0.21	1.15	0.11	0.39	0.13
11120	             	      zSNIa	19.4	53702.1	0.106009	0.000018	38.48	0.2	0.2	0.13	1.15	0.06	0.3	0.09
5916	       2005is	      SNIa?	20.4	53669.3	0.172701	0.000019	39.47	0.19	0.19	0.1	1.15	0.06	0.24	0.09
20916	             	      zSNIa	21.8	54402.4	0.360754	0.00007	41.38	0.29	0.1	0.32	1.15	0.18	0.18	0.29
15719	             	      zSNIa	21.1	54039.3	0.26766	0.000042	40.62	0.21	0.07	0.19	1.15	0.08	0.15	0.13
14421	       2006ia	       SNIa	20.4	54009.3	0.173997	0.000027	39.72	0.18	-0.21	0.1	1.15	0.05	-0.08	0.08
20581	       2007qm	       SNIa	20.7	54418.2	0.203353	0.000012	39.95	0.19	-0.12	0.25	1.15	0.11	-0.09	0.1
